House_ID,State,City,Property_Type,Bedrooms,Bathrooms,Area_sqm,Age_Years,Parking_Spaces,Price_NGN
H0176,Taraba,Jalingo,Bungalow,4,3,167,17,0,28500000
H0208,Borno,Maiduguri,Bungalow,7,7,276,15,5,49100000
H0495,Delta,Sapele,Flat,1,1,88,7,5,25700000
H0062,Ogun,Ijebu-Ode,Detached Duplex,7,7,739,34,4,201700000
H0412,Plateau,Bukuru,Detached Duplex,3,3,388,34,4,69200000
H0206,Niger,Suleja,Flat,1,1,251,23,0,24500000
H0056,Bayelsa,Yenagoa,Bungalow,3,3,217,20,3,40300000
H0630,Bayelsa,Yenagoa,Detached Duplex,2,2,456,22,2,83500000
H0205,Niger,Suleja,Terrace Duplex,3,3,311,14,1,57900000
H0112,Borno,Maiduguri,Flat,3,3,359,34,0,33200000
H0519,Federal Capital Territory,Kuje,Bungalow,6,6,527,11,3,218600000
H0686,Osun,Osogbo,Terrace Duplex,2,1,383,16,6,58900000
H0945,Yobe,Damaturu,Semi-Detached Duplex,2,2,332,13,5,42400000
H0856,Akwa Ibom,Eket,Semi-Detached Duplex,4,4,292,16,4,78900000
H0583,Abia,Aba,Semi-Detached Duplex,5,5,100,15,1,48900000
H0553,Lagos,Lekki,Flat,2,2,219,15,0,128800000
H0025,Yobe,Damaturu,Flat,4,4,236,22,1,23800000
H0775,Rivers,Port Harcourt,Detached Duplex,4,4,166,19,0,132500000
H0729,Cross River,Calabar,Bungalow,1,2,241,9,1,44700000
H0779,Cross River,Calabar,Detached Duplex,2,3,589,5,2,135400000
H0921,Kaduna,Zaria,Semi-Detached Duplex,5,4,211,30,4,68900000
H0846,Delta,Asaba,Semi-Detached Duplex,6,7,189,1,3,116300000
H0575,Abia,Aba,Terrace Duplex,1,1,180,20,5,42200000
H0681,Bauchi,Bauchi,Semi-Detached Duplex,3,3,422,18,6,72600000
H0520,Kwara,Ilorin,Detached Duplex,7,7,658,22,0,160400000
H0667,Akwa Ibom,Uyo,Bungalow,1,1,191,18,4,40600000
H0642,Sokoto,Sokoto,Semi-Detached Duplex,7,7,236,0,5,63100000
H0845,Edo,Benin City,Flat,3,3,549,4,5,101600000
H0499,Yobe,Damaturu,Semi-Detached Duplex,5,4,57,23,4,27000000
H0222,Plateau,Bukuru,Detached Duplex,5,6,333,16,2,89500000
H0120,Kogi,Okene,Detached Duplex,5,5,600,34,3,111400000
H0486,Gombe,Gombe,Semi-Detached Duplex,3,3,424,26,1,50000000
H0771,Kwara,Ilorin,Detached Duplex,6,6,696,18,4,166100000
H0652,Zamfara,Gusau,Bungalow,2,3,538,5,3,60700000
H0305,Benue,Gboko,Detached Duplex,1,2,706,21,3,106500000
H0521,Yobe,Damaturu,Semi-Detached Duplex,5,5,527,10,1,75500000
H0993,Ondo,Ondo,Semi-Detached Duplex,1,1,529,33,0,72100000
H0684,Plateau,Bukuru,Flat,5,6,792,14,1,86700000
H0155,Jigawa,Dutse,Semi-Detached Duplex,5,4,601,4,5,90900000
H0209,Ogun,Ijebu-Ode,Terrace Duplex,1,2,603,1,6,129800000
H0158,Lagos,Ikorodu,Detached Duplex,6,6,683,18,6,415100000
H0939,Borno,Maiduguri,Bungalow,7,7,687,26,3,68700000
H0664,Bayelsa,Yenagoa,Flat,5,5,757,32,5,78400000
H0127,Ebonyi,Abakaliki,Terrace Duplex,3,2,603,5,0,82500000
H0330,Akwa Ibom,Eket,Terrace Duplex,5,6,463,5,5,114100000
H0483,Yobe,Damaturu,Detached Duplex,5,4,385,33,6,68300000
H0372,Imo,Owerri,Bungalow,1,1,633,1,0,105500000
H0715,Kaduna,Zaria,Flat,2,2,655,14,4,82800000
H0131,Imo,Owerri,Semi-Detached Duplex,7,6,608,27,6,154100000
H0673,Plateau,Jos,Detached Duplex,5,4,518,1,3,129500000
H0933,Anambra,Nnewi,Bungalow,5,5,171,6,6,72500000
H0037,Adamawa,Mubi,Detached Duplex,1,1,211,7,0,35000000
H0201,Benue,Makurdi,Detached Duplex,6,6,396,11,3,101700000
H0842,Delta,Warri,Semi-Detached Duplex,6,6,501,11,0,163300000
H0156,Zamfara,Gusau,Bungalow,7,7,219,9,1,42100000
H0880,Akwa Ibom,Eket,Terrace Duplex,1,2,191,0,6,53000000
H0442,Edo,Benin City,Detached Duplex,6,6,706,6,1,231600000
H0955,Taraba,Jalingo,Detached Duplex,5,5,163,30,6,43400000
H0079,Kaduna,Zaria,Detached Duplex,2,2,754,3,6,173900000
H0192,Lagos,Ikeja,Detached Duplex,5,4,344,31,0,304700000
H0893,Oyo,Ogbomoso,Semi-Detached Duplex,5,6,382,33,1,91800000
H0616,Nasarawa,Lafia,Terrace Duplex,2,1,772,8,5,129700000
H0375,Nasarawa,Keffi,Flat,7,7,726,31,4,90000000
H0403,Ondo,Ondo,Detached Duplex,2,2,624,27,2,115500000
H0197,Federal Capital Territory,Abuja,Flat,7,7,60,33,5,102000000
H0389,Lagos,Ikorodu,Detached Duplex,6,6,304,26,6,235000000
H0406,Benue,Makurdi,Detached Duplex,6,6,322,1,0,92400000
H0806,Oyo,Ibadan,Terrace Duplex,3,2,781,2,1,160100000
H0178,Abia,Aba,Flat,5,5,537,17,3,88600000
H0378,Akwa Ibom,Uyo,Detached Duplex,7,7,83,13,2,89500000
H0915,Akwa Ibom,Eket,Flat,3,3,253,28,1,37200000
H0032,Ebonyi,Abakaliki,Semi-Detached Duplex,1,2,308,26,0,42100000
H0060,Osun,Ile-Ife,Detached Duplex,6,6,284,21,1,85100000
H0126,Adamawa,Yola,Detached Duplex,2,3,677,25,3,106700000
H0855,Akwa Ibom,Uyo,Semi-Detached Duplex,7,7,435,10,6,169300000
H0710,Zamfara,Gusau,Terrace Duplex,3,3,598,29,2,58500000
H0992,Lagos,Ikeja,Flat,4,4,205,29,1,106400000
H0022,Enugu,Nsukka,Terrace Duplex,4,4,739,4,4,154900000
H0530,Zamfara,Gusau,Bungalow,1,1,691,4,5,58900000
H0401,Oyo,Ibadan,Detached Duplex,2,2,621,15,3,160800000
H0977,Kogi,Lokoja,Bungalow,3,4,546,31,6,69300000
H0226,Edo,Benin City,Bungalow,2,3,220,11,0,52900000
H0906,Nasarawa,Keffi,Detached Duplex,2,2,53,30,3,28100000
H0097,Plateau,Bukuru,Terrace Duplex,1,2,268,24,5,37500000
H0639,Kwara,Ilorin,Terrace Duplex,5,4,761,16,5,114900000
H0448,Ekiti,Ado-Ekiti,Terrace Duplex,7,7,380,17,3,78100000
H0987,Kano,Kano,Detached Duplex,7,7,175,29,3,91500000
H0741,Kano,Kano,Bungalow,3,4,706,9,6,132300000
H0523,Cross River,Ikom,Semi-Detached Duplex,7,6,225,8,1,88200000
H0533,Nasarawa,Keffi,Detached Duplex,6,6,299,18,2,97500000
H0427,Taraba,Jalingo,Terrace Duplex,2,3,315,8,5,44300000
H0656,Cross River,Ikom,Flat,2,2,665,30,3,65100000
H0689,Edo,Auchi,Flat,4,5,457,14,6,76600000
H0988,Kebbi,Birnin Kebbi,Flat,2,2,594,24,3,38300000
H0835,Lagos,Lekki,Flat,6,7,635,34,0,299300000
H0478,Delta,Asaba,Flat,1,1,176,32,6,29900000
H0620,Enugu,Enugu,Flat,2,2,571,9,3,99800000
H0916,Plateau,Bukuru,Semi-Detached Duplex,7,7,408,24,2,80800000
H0585,Lagos,Ikorodu,Terrace Duplex,6,6,509,7,0,218200000
H0085,Ondo,Ondo,Terrace Duplex,3,3,361,28,4,62800000
H0928,Plateau,Bukuru,Terrace Duplex,7,7,350,2,1,78100000
H0054,Bauchi,Azare,Semi-Detached Duplex,3,2,401,30,3,49300000
H0670,Osun,Osogbo,Detached Duplex,6,7,323,34,3,78300000
H0500,Bayelsa,Yenagoa,Semi-Detached Duplex,4,3,297,4,1,70900000
H0654,Gombe,Gombe,Detached Duplex,6,6,87,19,0,44000000
H0723,Delta,Sapele,Flat,3,3,560,5,3,104800000
H0853,Lagos,Surulere,Bungalow,4,4,547,18,5,237600000
H0796,Kebbi,Birnin Kebbi,Flat,2,3,794,23,5,53900000
H0328,Rivers,Bonny,Semi-Detached Duplex,2,2,216,6,4,93000000
H0382,Akwa Ibom,Eket,Semi-Detached Duplex,2,2,612,1,4,151900000
H0571,Kogi,Lokoja,Flat,4,4,113,35,5,24700000
H0116,Benue,Makurdi,Flat,4,3,439,17,3,50700000
H0484,Bayelsa,Yenagoa,Flat,1,2,274,31,5,30300000
H0256,Kwara,Ilorin,Detached Duplex,3,4,415,1,3,115300000
H0129,Abia,Umuahia,Flat,7,7,719,9,3,115400000
H0088,Kaduna,Zaria,Bungalow,4,3,533,33,3,85700000
H0597,Borno,Maiduguri,Bungalow,5,4,709,14,6,80600000
H0780,Lagos,Ikeja,Terrace Duplex,1,1,642,22,0,298700000
H0323,Plateau,Jos,Flat,5,6,246,4,3,46300000
H0716,Osun,Osogbo,Semi-Detached Duplex,1,1,421,6,6,67100000
H0742,Imo,Orlu,Flat,6,7,794,13,2,105300000
H0123,Akwa Ibom,Eket,Terrace Duplex,7,7,276,34,6,89800000
H0281,Enugu,Enugu,Flat,7,7,246,21,4,60900000
H0954,Osun,Osogbo,Semi-Detached Duplex,1,2,279,5,4,53700000
H0778,Zamfara,Gusau,Detached Duplex,3,4,713,9,4,93700000
H0087,Ondo,Akure,Flat,4,3,605,9,5,84700000
H0051,Plateau,Bukuru,Semi-Detached Duplex,7,7,784,33,0,113600000
H0676,Abia,Umuahia,Detached Duplex,4,5,300,1,6,117400000
H0995,Osun,Osogbo,Terrace Duplex,2,1,732,30,3,79300000
H0134,Taraba,Jalingo,Semi-Detached Duplex,3,3,56,9,4,25800000
H0450,Adamawa,Mubi,Detached Duplex,4,4,362,4,5,74500000
H0194,Gombe,Gombe,Detached Duplex,4,5,575,9,6,102500000
H0561,Niger,Minna,Detached Duplex,2,2,390,17,3,76200000
H0567,Kano,Kano,Bungalow,2,3,489,29,3,74600000
H0685,Akwa Ibom,Eket,Detached Duplex,2,2,102,28,3,42400000
H0777,Imo,Owerri,Terrace Duplex,7,7,425,22,1,111500000
H0640,Kogi,Lokoja,Flat,1,1,627,29,4,51900000
H0743,Katsina,Katsina,Detached Duplex,1,2,625,24,0,85000000
H0490,Ondo,Ondo,Bungalow,3,3,789,35,4,99400000
H0487,Oyo,Ibadan,Flat,2,3,306,20,6,49900000
H0387,Ondo,Ondo,Semi-Detached Duplex,5,6,363,35,1,68500000
H0546,Nasarawa,Lafia,Terrace Duplex,4,5,287,28,5,69200000
H0749,Borno,Maiduguri,Detached Duplex,4,4,286,10,5,65300000
H0073,Taraba,Jalingo,Terrace Duplex,6,6,413,11,0,70200000
H0211,Abia,Umuahia,Detached Duplex,7,7,46,23,5,63100000
H0514,Ondo,Ondo,Terrace Duplex,7,7,602,20,5,125100000
H0615,Jigawa,Dutse,Terrace Duplex,5,6,149,17,2,37700000
H0826,Edo,Auchi,Terrace Duplex,2,1,669,13,5,135500000
H0458,Ondo,Ondo,Semi-Detached Duplex,2,2,55,35,3,24000000
H0055,Taraba,Jalingo,Flat,6,7,644,22,0,50400000
H0627,Niger,Minna,Terrace Duplex,5,6,708,6,6,138900000
H0694,Sokoto,Sokoto,Semi-Detached Duplex,3,2,664,26,2,76200000
H0466,Kaduna,Zaria,Semi-Detached Duplex,6,7,706,31,3,137000000
H0279,Rivers,Bonny,Detached Duplex,2,3,322,16,6,154100000
H0081,Yobe,Damaturu,Terrace Duplex,6,7,203,20,1,42200000
H0555,Cross River,Calabar,Semi-Detached Duplex,4,5,476,29,5,100000000
H0557,Plateau,Bukuru,Flat,7,7,752,6,0,101800000
H0363,Gombe,Gombe,Flat,1,1,624,6,6,54300000
H0528,Plateau,Bukuru,Terrace Duplex,3,3,758,24,2,107500000
H0225,Nasarawa,Keffi,Detached Duplex,6,6,604,3,3,175700000
H0190,Rivers,Port Harcourt,Terrace Duplex,5,5,253,32,0,115300000
H0313,Kaduna,Kaduna,Semi-Detached Duplex,3,4,532,12,1,129400000
H0446,Delta,Asaba,Detached Duplex,5,5,646,35,0,166800000
H0703,Jigawa,Hadejia,Flat,1,2,630,12,0,53900000
H0137,Katsina,Katsina,Bungalow,5,5,585,26,2,59200000
H0100,Enugu,Enugu,Terrace Duplex,4,5,158,6,6,81300000
H0843,Rivers,Bonny,Flat,4,4,524,26,5,95600000
H0169,Oyo,Ibadan,Detached Duplex,6,7,404,11,3,158900000
H0424,Taraba,Jalingo,Detached Duplex,7,7,101,26,4,47700000
H0818,Plateau,Bukuru,Detached Duplex,1,2,642,0,1,139000000
H0287,Lagos,Lekki,Terrace Duplex,7,7,407,19,3,309400000
H0215,Taraba,Jalingo,Detached Duplex,7,7,542,25,0,88800000
H0262,Lagos,Surulere,Bungalow,7,6,568,3,5,321400000
H0139,Taraba,Jalingo,Flat,3,2,665,15,0,56900000
H0903,Cross River,Ikom,Semi-Detached Duplex,6,7,709,14,3,175600000
H0644,Ondo,Ondo,Flat,7,7,798,27,1,86900000
H0241,Akwa Ibom,Eket,Flat,3,3,48,4,0,24000000
H0245,Adamawa,Yola,Flat,5,4,668,21,6,61200000
H0358,Kano,Kano,Semi-Detached Duplex,6,6,693,4,4,185100000
H0042,Akwa Ibom,Eket,Semi-Detached Duplex,5,5,102,0,5,79200000
H0004,Kwara,Ilorin,Flat,6,5,785,21,0,91400000
H0035,Sokoto,Sokoto,Semi-Detached Duplex,7,7,104,27,0,38000000
H0236,Ondo,Ondo,Terrace Duplex,5,5,215,29,6,49000000
H0110,Borno,Maiduguri,Detached Duplex,4,3,759,31,5,104000000
H0562,Bauchi,Bauchi,Terrace Duplex,2,2,796,28,1,86000000
H0348,Lagos,Ikorodu,Semi-Detached Duplex,2,3,408,8,2,192700000
H0865,Kebbi,Birnin Kebbi,Flat,7,6,113,34,3,23900000
H0290,Ebonyi,Abakaliki,Flat,5,5,94,10,1,28000000
H0704,Federal Capital Territory,Gwagwalada,Detached Duplex,5,5,172,28,6,152200000
H0840,Kebbi,Birnin Kebbi,Flat,6,6,310,32,1,29200000
H0255,Ondo,Akure,Flat,7,7,767,13,2,88900000
H0272,Osun,Osogbo,Flat,5,4,254,20,3,38300000
H0651,Federal Capital Territory,Abuja,Detached Duplex,6,5,64,11,2,172900000
H0792,Lagos,Ikorodu,Bungalow,2,1,760,31,2,215700000
H0770,Yobe,Damaturu,Flat,3,4,478,0,3,40100000
H0386,Abia,Aba,Bungalow,4,4,136,28,0,35200000
H0540,Jigawa,Dutse,Terrace Duplex,1,1,362,29,3,40700000
H0854,Cross River,Ikom,Semi-Detached Duplex,7,7,507,4,4,146300000
H0924,Lagos,Ikeja,Semi-Detached Duplex,2,1,613,12,6,421000000
H0649,Kano,Kano,Flat,1,1,583,27,1,75800000
H0364,Nasarawa,Keffi,Detached Duplex,1,1,702,18,3,139000000
H0864,Imo,Orlu,Detached Duplex,5,4,211,22,4,92000000
H0008,Adamawa,Yola,Bungalow,7,6,766,33,5,69600000
H0646,Delta,Asaba,Terrace Duplex,3,3,234,7,1,70000000
H0895,Kwara,Ilorin,Bungalow,4,3,436,33,5,58200000
H0266,Osun,Osogbo,Flat,4,5,568,16,4,67600000
H0891,Kaduna,Zaria,Detached Duplex,5,5,603,16,6,148000000
H0504,Abia,Umuahia,Terrace Duplex,6,6,325,5,1,84800000
H0720,Nasarawa,Lafia,Terrace Duplex,1,1,388,22,5,68600000
H0422,Niger,Suleja,Detached Duplex,1,1,309,32,3,60800000
H0886,Enugu,Nsukka,Terrace Duplex,1,1,609,5,2,124700000
H0914,Enugu,Enugu,Bungalow,6,7,323,11,3,85700000
H0510,Kano,Kano,Semi-Detached Duplex,1,1,58,7,3,31600000
H0191,Ekiti,Ado-Ekiti,Terrace Duplex,7,7,543,6,4,100700000
H0150,Yobe,Damaturu,Terrace Duplex,6,5,115,29,4,29300000
H0141,Oyo,Ogbomoso,Bungalow,3,4,741,28,4,96600000
H0808,Federal Capital Territory,Kuje,Bungalow,2,2,155,26,3,71000000
H0975,Anambra,Nnewi,Terrace Duplex,4,3,106,1,1,66400000
H0065,Gombe,Gombe,Bungalow,3,3,63,13,6,21300000
H0748,Ondo,Ondo,Bungalow,2,1,401,19,4,62100000
H0873,Jigawa,Hadejia,Bungalow,6,7,388,14,1,51300000
H0449,Yobe,Damaturu,Semi-Detached Duplex,2,2,596,15,4,71100000
H0765,Katsina,Katsina,Semi-Detached Duplex,6,7,440,34,1,63400000
H0383,Ondo,Akure,Detached Duplex,4,4,339,23,2,85200000
H0159,Yobe,Damaturu,Flat,3,3,781,17,3,58600000
H0944,Ogun,Abeokuta,Detached Duplex,5,4,219,27,3,96800000
H0560,Plateau,Bukuru,Terrace Duplex,4,4,614,32,2,75600000
H0400,Edo,Auchi,Terrace Duplex,4,5,352,20,6,77300000
H0012,Oyo,Ogbomoso,Semi-Detached Duplex,2,2,754,31,3,120400000
H0013,Rivers,Bonny,Terrace Duplex,1,1,369,29,6,84700000
H0046,Taraba,Jalingo,Bungalow,6,6,131,19,2,32000000
H0859,Sokoto,Sokoto,Bungalow,3,3,369,34,0,36600000
H0611,Jigawa,Hadejia,Bungalow,7,7,289,22,2,48000000
H0695,Abia,Umuahia,Bungalow,3,3,395,33,2,64700000
H0356,Cross River,Ikom,Semi-Detached Duplex,1,1,464,29,1,68700000
H0041,Kaduna,Zaria,Semi-Detached Duplex,3,3,686,5,6,139400000
H0812,Yobe,Damaturu,Terrace Duplex,1,1,400,14,1,42600000
H0884,Plateau,Jos,Semi-Detached Duplex,2,3,514,24,3,87400000
H0525,Lagos,Surulere,Semi-Detached Duplex,6,6,211,22,3,214200000
H0345,Adamawa,Yola,Flat,2,1,232,3,5,26400000
H0892,Taraba,Jalingo,Semi-Detached Duplex,4,3,111,7,1,30100000
H0288,Kwara,Ilorin,Flat,6,6,97,1,6,42200000
H0461,Benue,Makurdi,Terrace Duplex,7,6,362,6,1,80700000
H0235,Edo,Benin City,Terrace Duplex,5,4,260,13,1,71700000
H0107,Ogun,Ijebu-Ode,Terrace Duplex,4,4,220,15,1,76300000
H0960,Imo,Owerri,Semi-Detached Duplex,5,5,489,27,2,105400000
H0682,Kano,Kano,Semi-Detached Duplex,2,1,778,4,1,189000000
H0920,Nasarawa,Keffi,Detached Duplex,7,7,480,35,3,127000000
H0702,Nasarawa,Lafia,Flat,7,6,211,8,0,51600000
H0344,Taraba,Jalingo,Semi-Detached Duplex,7,7,248,12,3,57800000
H0036,Kogi,Okene,Bungalow,7,6,349,26,2,59300000
H0736,Rivers,Port Harcourt,Flat,1,1,637,33,3,110700000
H0697,Taraba,Jalingo,Bungalow,7,6,389,7,4,58300000
H0996,Jigawa,Hadejia,Semi-Detached Duplex,7,7,462,15,0,87700000
H0384,Delta,Sapele,Semi-Detached Duplex,3,4,175,7,1,64300000
H0157,Borno,Maiduguri,Semi-Detached Duplex,6,7,416,12,1,81400000
H0151,Plateau,Bukuru,Terrace Duplex,2,1,339,6,6,54200000
H0132,Bayelsa,Yenagoa,Bungalow,4,3,497,31,0,62500000
H0600,Rivers,Port Harcourt,Flat,2,1,113,31,5,42000000
H0841,Cross River,Calabar,Flat,6,5,339,0,1,76800000
H0760,Plateau,Jos,Semi-Detached Duplex,1,1,584,6,0,101000000
H0321,Akwa Ibom,Uyo,Flat,2,1,717,11,3,100400000
H0214,Cross River,Calabar,Flat,2,2,224,13,5,42300000
H0011,Niger,Suleja,Detached Duplex,7,7,54,2,1,69600000
H0277,Osun,Osogbo,Semi-Detached Duplex,4,4,539,4,2,118200000
H0932,Gombe,Gombe,Semi-Detached Duplex,3,2,592,10,3,73000000
H0869,Kano,Kano,Bungalow,6,5,620,10,0,117600000
H0983,Akwa Ibom,Eket,Terrace Duplex,6,6,313,18,0,91900000
H0108,Sokoto,Sokoto,Semi-Detached Duplex,6,6,524,5,0,87300000
H0657,Zamfara,Gusau,Semi-Detached Duplex,4,5,475,29,5,58100000
H0315,Abia,Aba,Semi-Detached Duplex,1,1,168,32,6,42700000
H0952,Kebbi,Birnin Kebbi,Detached Duplex,4,3,348,17,2,58500000
H0950,Ekiti,Ado-Ekiti,Terrace Duplex,4,5,587,3,2,93100000
H0888,Bauchi,Azare,Flat,5,5,352,18,3,44000000
H0766,Edo,Benin City,Flat,1,1,698,17,3,86600000
H0346,Ondo,Akure,Detached Duplex,1,1,388,14,5,77500000
H0347,Cross River,Ikom,Flat,1,2,733,3,0,83900000
H0454,Ogun,Sagamu,Detached Duplex,4,4,401,15,0,152300000
H0095,Plateau,Jos,Semi-Detached Duplex,4,4,454,15,4,100600000
H0719,Borno,Maiduguri,Bungalow,3,2,45,31,2,15700000
H0641,Anambra,Nnewi,Semi-Detached Duplex,2,3,501,16,5,129100000
H0816,Katsina,Katsina,Detached Duplex,6,7,719,15,3,136600000
H0476,Katsina,Katsina,Terrace Duplex,4,4,153,20,6,35200000
H0943,Ekiti,Ado-Ekiti,Flat,1,2,687,20,3,54500000
H0683,Borno,Maiduguri,Terrace Duplex,6,6,767,15,2,88200000
H0883,Gombe,Gombe,Terrace Duplex,1,1,59,23,2,12300000
H0834,Delta,Sapele,Semi-Detached Duplex,5,6,208,21,3,88400000
H0537,Enugu,Enugu,Detached Duplex,1,2,64,4,1,39100000
H0635,Rivers,Port Harcourt,Semi-Detached Duplex,5,5,783,33,3,229400000
H0407,Borno,Maiduguri,Bungalow,2,2,74,11,2,16000000
H0619,Bayelsa,Yenagoa,Semi-Detached Duplex,3,3,82,29,5,35200000
H0603,Sokoto,Sokoto,Terrace Duplex,6,6,194,18,2,43800000
H0665,Benue,Gboko,Detached Duplex,4,4,412,11,0,97000000
H0404,Delta,Warri,Flat,5,4,738,32,4,114900000
H0800,Ebonyi,Abakaliki,Bungalow,6,6,595,19,1,85200000
H0064,Cross River,Ikom,Terrace Duplex,5,6,532,30,2,84400000
H0082,Akwa Ibom,Eket,Detached Duplex,1,1,645,16,2,159200000
H0319,Plateau,Bukuru,Detached Duplex,2,3,746,10,2,138400000
H0849,Kaduna,Kaduna,Bungalow,3,3,598,33,3,87500000
H0573,Rivers,Port Harcourt,Flat,4,5,303,16,3,90000000
H0618,Anambra,Awka,Semi-Detached Duplex,2,3,169,19,6,68000000
H0171,Ondo,Ondo,Detached Duplex,4,5,421,13,4,113100000
H0278,Ekiti,Ado-Ekiti,Detached Duplex,2,2,424,8,6,98000000
H0577,Gombe,Gombe,Detached Duplex,3,4,509,28,3,79900000
H0551,Delta,Warri,Flat,1,1,491,22,1,73100000
H0374,Kogi,Lokoja,Semi-Detached Duplex,4,5,165,13,1,52000000
H0805,Osun,Osogbo,Semi-Detached Duplex,2,1,214,12,4,42200000
H0913,Niger,Suleja,Bungalow,2,3,795,20,0,87000000
H0587,Jigawa,Dutse,Flat,6,7,668,4,2,77900000
H0638,Ondo,Ondo,Bungalow,1,1,507,4,0,71700000
H0249,Kano,Kano,Flat,5,5,712,4,4,125000000
H0300,Zamfara,Gusau,Bungalow,4,4,752,15,3,63000000
H0303,Gombe,Gombe,Terrace Duplex,7,6,318,13,0,52300000
H0958,Ondo,Ondo,Semi-Detached Duplex,1,1,165,29,5,31100000
H0559,Gombe,Gombe,Terrace Duplex,4,4,179,8,4,42500000
H0494,Abia,Umuahia,Terrace Duplex,5,5,645,30,1,113000000
H0005,Kano,Kano,Terrace Duplex,6,6,70,23,2,53100000
H0675,Jigawa,Hadejia,Detached Duplex,6,6,756,12,3,146800000
H0601,Kaduna,Zaria,Flat,6,6,784,20,2,101500000
H0565,Nasarawa,Keffi,Detached Duplex,6,6,314,2,0,116300000
H0489,Kogi,Lokoja,Flat,3,3,302,34,5,30100000
H0512,Jigawa,Hadejia,Detached Duplex,3,3,723,26,4,110400000
H0738,Delta,Warri,Terrace Duplex,5,5,367,3,3,130700000
H0545,Bauchi,Azare,Terrace Duplex,6,5,264,31,1,42300000
H0623,Kwara,Ilorin,Detached Duplex,1,1,318,30,5,57800000
H0728,Gombe,Gombe,Detached Duplex,5,5,219,10,6,65100000
H0220,Adamawa,Mubi,Terrace Duplex,3,4,56,26,0,19000000
H0138,Jigawa,Hadejia,Semi-Detached Duplex,6,6,257,28,1,49300000
H0899,Ebonyi,Abakaliki,Bungalow,1,1,141,5,6,29100000
H0919,Ondo,Akure,Flat,6,7,612,25,4,84600000
H0047,Jigawa,Dutse,Bungalow,1,1,591,13,6,63700000
H0868,Federal Capital Territory,Gwagwalada,Flat,4,3,681,25,0,165700000
H0498,Jigawa,Dutse,Semi-Detached Duplex,5,6,287,0,1,63900000
H0351,Cross River,Ikom,Detached Duplex,1,1,627,18,5,135300000
H0556,Lagos,Ikeja,Semi-Detached Duplex,4,5,321,4,0,306600000
H0395,Bauchi,Azare,Terrace Duplex,1,1,510,31,6,50800000
H0437,Ebonyi,Abakaliki,Terrace Duplex,3,4,684,3,4,97200000
H0566,Yobe,Damaturu,Terrace Duplex,1,1,759,17,0,61200000
H0465,Osun,Ile-Ife,Detached Duplex,4,4,373,31,1,78700000
H0456,Ondo,Akure,Detached Duplex,2,2,148,4,0,55200000
H0653,Cross River,Calabar,Detached Duplex,3,3,647,0,4,198400000
H0342,Rivers,Bonny,Detached Duplex,2,3,483,10,6,217900000
H0181,Adamawa,Yola,Terrace Duplex,6,6,64,1,3,33100000
H0517,Jigawa,Hadejia,Terrace Duplex,3,3,547,24,0,58000000
H0967,Borno,Maiduguri,Detached Duplex,2,3,102,2,5,38300000
H0831,Katsina,Katsina,Detached Duplex,2,2,167,19,0,37400000
H0327,Zamfara,Gusau,Semi-Detached Duplex,5,5,412,2,2,64000000
H0066,Kaduna,Zaria,Detached Duplex,6,6,596,0,0,169400000
H0811,Katsina,Katsina,Detached Duplex,4,4,168,2,3,52400000
H0170,Cross River,Calabar,Bungalow,3,3,360,27,2,59700000
H0772,Anambra,Nnewi,Bungalow,7,7,381,31,5,92500000
H0371,Federal Capital Territory,Gwagwalada,Terrace Duplex,7,6,329,23,1,180200000
H0010,Yobe,Damaturu,Terrace Duplex,6,6,606,32,5,65400000
H0767,Bayelsa,Yenagoa,Bungalow,3,3,277,4,1,56900000
H0539,Rivers,Port Harcourt,Terrace Duplex,4,5,571,1,2,222900000
H0179,Bauchi,Bauchi,Semi-Detached Duplex,3,4,53,11,3,30700000
H0910,Niger,Minna,Terrace Duplex,2,2,140,6,2,31500000
H0937,Lagos,Ikorodu,Flat,3,3,760,4,0,202900000
H0164,Ogun,Sagamu,Semi-Detached Duplex,6,6,88,22,6,78500000
H0590,Anambra,Nnewi,Bungalow,2,1,158,18,5,48900000
H0997,Yobe,Damaturu,Detached Duplex,2,2,197,3,2,44700000
H0532,Oyo,Ibadan,Terrace Duplex,4,4,704,25,0,109200000
H0218,Rivers,Bonny,Semi-Detached Duplex,6,7,458,25,0,159600000
H0768,Oyo,Ogbomoso,Terrace Duplex,4,3,51,6,5,38200000
H0592,Oyo,Ibadan,Semi-Detached Duplex,2,2,705,9,3,149400000
H0970,Imo,Owerri,Semi-Detached Duplex,4,3,445,20,5,114800000
H0820,Sokoto,Sokoto,Terrace Duplex,7,7,604,28,2,85900000
H0662,Niger,Minna,Detached Duplex,6,6,282,10,1,102600000
H0094,Akwa Ibom,Uyo,Bungalow,5,4,795,21,5,132200000
H0309,Niger,Suleja,Flat,4,4,319,28,4,41800000
H0989,Katsina,Katsina,Flat,2,1,122,0,4,22900000
H0547,Kebbi,Birnin Kebbi,Detached Duplex,2,3,531,9,0,82800000
H0787,Plateau,Bukuru,Terrace Duplex,3,3,370,18,5,70500000
H0111,Federal Capital Territory,Gwagwalada,Terrace Duplex,3,2,743,1,5,283800000
H0947,Kwara,Ilorin,Semi-Detached Duplex,6,7,608,2,1,150200000
H0740,Edo,Auchi,Bungalow,5,5,376,33,4,75800000
